tweet,clean_text,crime_type,sentiment
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
al-Nusra,alnusra,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
al-Nusra,alnusra,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
al-Nusra,alnusra,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
abu baker aldimashqi,abu baker aldimashqi,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
al-Nusra,alnusra,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
Abu Hanzalah,abu hanzalah,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
Kuffar Hunter 1,kuffar hunter,Other,Neutral
The Witnesser,witnesser,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
The Witnesser,witnesser,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
The Witnesser,witnesser,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
Plea Of the Ummah!,plea ummah,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
Plea Of the Ummah!,plea ummah,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
al-Nusra,alnusra,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
GunsandCoffee,gunsandcoffee,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
Kuffar Hunter 1,kuffar hunter,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
War Reporter,war reporter,Other,Negative
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
al-Nusra,alnusra,Other,Neutral
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
The Witnesser,witnesser,Other,Neutral
